Student,ID,SIS User ID,SIS Login ID,Root Account,Section,Student's Request for Authorization of Absence - Webcourses Quiz for Step 1 (8140379),Attendance (8213842),Prerequisite / Financial Aid Quiz  (8140409),EC: W02-Video-Content-Quiz (8140423),EC: W04-Video-Content-Quiz (8140375),EC: W05-Video-Content-Quiz (8140430),EC: W06-Video-Content-Quiz (8140380),EC: W07-Video-Content-Quiz (8140387),EC Total to Ex1 (8140446),EC: W08-Video-Content-Quiz (8140412),EC: W10-Video-Content-Quiz (8140401),EC: W11-Video-Content-Quiz (8140420),EC: W13-Video-Content-Quiz (8140406),EC Total to Ex2 (8140447),EC: W10-Video-Content-Quiz(W10-not-used-in-Summer) (8140407),EC: W15-Video-Content-Quiz (8140390),EC: W09-Video-Content-Quiz (8140408),EC Total to Final (8140448),Quiz 3 Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140422),Final Exam-s Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140393),Attendance - Quiz 2 rebuttal (8225884),Midterm Exam 1 Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140418),Quiz 2 - Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8180728),Midterm Exam 2-s Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140386),Attendance - Midterm 1 rebuttal (8140436),Attendance - Quiz 3 rebuttal (8140438),Attendance - Quiz 1 rebuttal  (8225802),Attendance - Midterm 2 Rebuttal (8140437),Midterm Exam 1 + EC (8140451),Midterm Exam 2 + EC (8140452),Final-s+15ptsCurve+EC (8140449),Quiz 1- Requires Respondus LockDown Browser (8140376),Quiz 2 + 1.2pts curve (8247171),Quiz 3 with +4 Curve (8140459),Project #1 Score (8140455),Collaborative Activity #1 Score (8140439),Project #2 Score (8140456),Collaborative Activity #2 Score (8140440),Project #3 Score (8140457),Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Assignment Reminders Current Score,Assignment Reminders Unposted Current Score,Assignment Reminders Final Score,Assignment Reminders Unposted Final Score,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Imported Assignments Current Score,Imported Assignments Unposted Current Score,Imported Assignments Final Score,Imported Assignments Unposted Final Score,Component Scores (instead weighted in corresponding category after EC added) Current Score,Component Scores (instead weighted in corresponding category after EC added) Unposted Current Score,Component Scores (instead weighted in corresponding category after EC added) Final Score,Component Scores (instead weighted in corresponding category after EC added) Unposted Final Score,(Midterm Exam 1)+EC Category Current Score,(Midterm Exam 1)+EC Category Unposted Current Score,(Midterm Exam 1)+EC Category Final Score,(Midterm Exam 1)+EC Category Unposted Final Score,(Midterm Exam 2)+EC Category Current Score,(Midterm Exam 2)+EC Category Unposted Current Score,(Midterm Exam 2)+EC Category Final Score,(Midterm Exam 2)+EC Category Unposted Final Score,(Final Exam)+EC Category Current Score,(Final Exam)+EC Category Unposted Current Score,(Final Exam)+EC Category Final Score,(Final Exam)+EC Category Unposted Final Score,Quiz1-Category Current Score,Quiz1-Category Unposted Current Score,Quiz1-Category Final Score,Quiz1-Category Unposted Final Score,Quiz2-Category Current Score,Quiz2-Category Unposted Current Score,Quiz2-Category Final Score,Quiz2-Category Unposted Final Score,Quiz3-Category Current Score,Quiz3-Category Unposted Current Score,Quiz3-Category Final Score,Quiz3-Category Unposted Final Score,Project 1 Materials Overall Category Current Score,Project 1 Materials Overall Category Unposted Current Score,Project 1 Materials Overall Category Final Score,Project 1 Materials Overall Category Unposted Final Score,Project 1 Collaborative Category Current Score,Project 1 Collaborative Category Unposted Current Score,Project 1 Collaborative Category Final Score,Project 1 Collaborative Category Unposted Final Score,Project 2 Materials Overall Category Current Score,Project 2 Materials Overall Category Unposted Current Score,Project 2 Materials Overall Category Final Score,Project 2 Materials Overall Category Unposted Final Score,Project 2 Collaborative Activity Category Current Score,Project 2 Collaborative Activity Category Unposted Current Score,Project 2 Collaborative Activity Category Final Score,Project 2 Collaborative Activity Category Unposted Final Score,Project 3 Materials Overall Category Current Score,Project 3 Materials Overall Category Unposted Current Score,Project 3 Materials Overall Category Final Score,Project 3 Materials Overall Category Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Current Grade,Unposted Current Grade,Final Grade,Unposted Final Grade
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,2.4,39.63,66.67,63.33,7.5,49.83,66.67,0,57.14,0,71.33,61.83,54.63,9.5,14.7,6.4,80.63,50,88.98,75,78,0,0,0,0,,,,,42.86,42.86,42.86,42.86,48.31,48.31,48.31,48.31,39.12,39.12,39.12,39.12,71.33,71.33,71.33,71.33,61.83,61.83,61.83,61.83,54.63,54.63,54.63,54.63,38,38,38,38,58.8,58.8,58.8,58.8,25.6,25.6,25.6,25.6,80.63,80.63,80.63,80.63,50,50,50,50,88.98,88.98,88.98,88.98,75,75,75,75,78,78,78,78,63.51,63.51,63.51,63.51,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,0.5,0,0,1,1,3.5,1,1,0,0,3,0,0,2,0,19.47,61.17,100,81.6,24,67.34,100,100,100,100,92.1,80.33,76.17,20.17,25.2,23.47,87.12,200,90.94,100,85.5,100,100,100,100,,,,,54.76,54.76,54.76,54.76,80.28,80.28,80.28,80.28,91.67,91.67,91.67,91.67,92.1,92.1,92.1,92.1,80.33,80.33,80.33,80.33,76.17,76.17,76.17,76.17,80.67,80.67,80.67,80.67,100.8,100.8,100.8,100.8,93.88,93.88,93.88,93.88,87.12,87.12,87.12,87.12,200,200,200,200,90.94,90.94,90.94,90.94,100,100,100,100,85.5,85.5,85.5,85.5,87.94,87.94,87.94,87.94,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4.67,0,0,1,0,1,3,1,0,0.67,0,1.67,1,0,1,0,3.6,30.5,66.67,64.33,16.5,75.1,50,0,85.71,100,74.33,86.77,45.5,24,17.7,7.6,86.9,83.5,89.47,87.5,90.67,0,0,0,0,,,,,49.21,49.21,49.21,49.21,44.79,44.79,44.79,44.79,62.66,62.66,62.66,62.66,74.33,74.33,74.33,74.33,86.77,86.77,86.77,86.77,45.5,45.5,45.5,45.5,96,96,96,96,70.8,70.8,70.8,70.8,30.4,30.4,30.4,30.4,86.9,86.9,86.9,86.9,83.5,83.5,83.5,83.5,89.47,89.47,89.47,89.47,87.5,87.5,87.5,87.5,90.67,90.67,90.67,90.67,73.29,73.29,73.29,73.29,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0.5,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,8.67,45.67,0,68,11,57.53,66.67,0,85.71,0,76.5,67.53,60.67,17.33,12.2,12.67,88.42,150,78.92,87.5,98.67,0,0,0,0,,,,,35.71,35.71,35.71,35.71,24.15,24.15,24.15,24.15,46.23,46.23,46.23,46.23,76.5,76.5,76.5,76.5,67.53,67.53,67.53,67.53,60.67,60.67,60.67,60.67,69.33,69.33,69.33,69.33,48.8,48.8,48.8,48.8,50.68,50.68,50.68,50.68,88.42,88.42,88.42,88.42,150,150,150,150,78.92,78.92,78.92,78.92,87.5,87.5,87.5,87.5,98.67,98.67,98.67,98.67,72.75,72.75,72.75,72.75,C+,C+,C+,C+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,6,0.5,1,1,0,0,3.5,1,1.5,1,0,2.5,1,1,0,1,21,83.33,83.33,86.5,22,85.34,66.67,100,100,100,97,97.83,99.33,22.17,23.2,25,91.6,200,92.63,150,80.07,75,75,75,75,,,,,66.67,66.67,66.67,66.67,83.41,83.41,83.41,83.41,89.68,89.68,89.68,89.68,97,97,97,97,97.83,97.83,97.83,97.83,99.33,99.33,99.33,99.33,88.67,88.67,88.67,88.67,92.8,92.8,92.8,92.8,100,100,100,100,91.6,91.6,91.6,91.6,200,200,200,200,92.63,92.63,92.63,92.63,150,150,150,150,80.07,80.07,80.07,80.07,98.41,98.41,98.41,98.41,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,6,0.5,1,1,0.5,1,4,0,1.75,1,1,3.75,0,1,1,2,19,70,66.67,63.5,22,49.53,66.67,100,85.71,100,74.5,63.28,87,22.67,23.2,23,88.93,150,59.44,100,93,75,75,75,75,,,,,75,75,75,75,69.19,69.19,69.19,69.19,77.99,77.99,77.99,77.99,74.5,74.5,74.5,74.5,63.28,63.28,63.28,63.28,87,87,87,87,90.67,90.67,90.67,90.67,92.8,92.8,92.8,92.8,92,92,92,92,88.93,88.93,88.93,88.93,150,150,150,150,59.44,59.44,59.44,59.44,100,100,100,100,93,93,93,93,80.63,80.63,80.63,80.63,B+,B+,B+,B+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.8,66.67,0,73,19,71.33,33.33,0,42.85,0,81,81.33,81.67,21.67,20.2,22.8,86.67,100,93.5,150,97.25,0,0,0,0,,,,,19.05,19.05,19.05,19.05,37.99,37.99,37.99,37.99,38.32,38.32,38.32,38.32,81,81,81,81,81.33,81.33,81.33,81.33,81.67,81.67,81.67,81.67,86.67,86.67,86.67,86.67,80.8,80.8,80.8,80.8,91.2,91.2,91.2,91.2,86.67,86.67,86.67,86.67,100,100,100,100,93.5,93.5,93.5,93.5,150,150,150,150,97.25,97.25,97.25,97.25,86.15,86.15,86.15,86.15,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,1,0,0,1,0,2,0,0.85,1,0,3.85,1,1,2,1,14.67,36.83,100,52,15,63.47,100,100,85.71,100,61,77.32,52.83,12.83,16.2,18.67,91.38,100,81.41,100,93.87,100,100,100,100,,,,,61.19,61.19,61.19,61.19,67.33,67.33,67.33,67.33,82.59,82.59,82.59,82.59,61,61,61,61,77.32,77.32,77.32,77.32,52.83,52.83,52.83,52.83,51.32,51.32,51.32,51.32,64.8,64.8,64.8,64.8,74.68,74.68,74.68,74.68,91.38,91.38,91.38,91.38,100,100,100,100,81.41,81.41,81.41,81.41,100,100,100,100,93.87,93.87,93.87,93.87,70.44,70.44,70.44,70.44,C+,C+,C+,C+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,6,0.5,1,1,0,1,4.5,1,2,0,0,3,1,1,1,1,23,58.7,83.33,85.17,23,64.67,100,100,100,100,96.67,77.67,74.7,24.75,24.2,27,87.15,100,76,150,93.37,100,100,100,100,,,,,73.81,73.81,73.81,73.81,73.35,73.35,73.35,73.35,91.65,91.65,91.65,91.65,96.67,96.67,96.67,96.67,77.67,77.67,77.67,77.67,74.7,74.7,74.7,74.7,99,99,99,99,96.8,96.8,96.8,96.8,108,108,108,108,87.15,87.15,87.15,87.15,100,100,100,100,76,76,76,76,150,150,150,150,93.37,93.37,93.37,93.37,87.95,87.95,87.95,87.95,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,100,100,6,0.5,0,0,0,0,0.5,0,1.5,1,1,4.5,1,1,2,2,11.33,53.58,66.67,32,15.5,74.46,0,100,14.29,100,39.5,78.95,70.58,21.17,16.7,15.33,60.03,100,83.42,150,91.5,100,100,100,200,,,,,66.67,66.67,66.67,66.67,58.48,58.48,58.48,58.48,53.8,53.8,53.8,53.8,39.5,39.5,39.5,39.5,78.95,78.95,78.95,78.95,70.58,70.58,70.58,70.58,84.67,84.67,84.67,84.67,66.8,66.8,66.8,66.8,61.32,61.32,61.32,61.32,60.03,60.03,60.03,60.03,100,100,100,100,83.42,83.42,83.42,83.42,150,150,150,150,91.5,91.5,91.5,91.5,69.89,69.89,69.89,69.89,C+,C+,C+,C+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,5,0.5,0,0,0,1,1.5,0,0.5,0,0,1.5,0,0,1,0,14.33,49.58,16.67,78,14,68,33.33,0,85.71,25,86.5,79.5,64.58,15.17,15.2,18.33,88.77,0,83.98,100,80,0,0,0,0,,,,,38.1,38.1,38.1,38.1,35.82,35.82,35.82,35.82,48.65,48.65,48.65,48.65,86.5,86.5,86.5,86.5,79.5,79.5,79.5,79.5,64.58,64.58,64.58,64.58,60.67,60.67,60.67,60.67,60.8,60.8,60.8,60.8,73.32,73.32,73.32,73.32,88.77,88.77,88.77,88.77,0,0,0,0,83.98,83.98,83.98,83.98,100,100,100,100,80,80,80,80,75.55,75.55,75.55,75.55,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,100,100,6,0.5,0,1,1,1,4.5,1,1.25,0,0,1.25,0,0,0,0,14.87,66.53,100,32.97,21,48.8,100,100,85.71,100,44.47,60.02,81.53,12.5,22.2,18.87,88.95,75,47.14,100,96,100,100,100,200,,,,,55.95,55.95,55.95,55.95,80.62,80.62,80.62,80.62,78.16,78.16,78.16,78.16,44.47,44.47,44.47,44.47,60.02,60.02,60.02,60.02,81.53,81.53,81.53,81.53,50,50,50,50,88.8,88.8,88.8,88.8,75.48,75.48,75.48,75.48,88.95,88.95,88.95,88.95,75,75,75,75,47.14,47.14,47.14,47.14,100,100,100,100,96,96,96,96,67.66,67.66,67.66,67.66,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.67,52.38,0,59.6,9.5,37.13,0,0,14.29,25,67.6,47.13,67.38,10.67,10.7,16.67,82,150,90.42,125,90,0,0,0,0,,,,,23.81,23.81,23.81,23.81,28.91,28.91,28.91,28.91,23.28,23.28,23.28,23.28,67.6,67.6,67.6,67.6,47.13,47.13,47.13,47.13,67.38,67.38,67.38,67.38,42.67,42.67,42.67,42.67,42.8,42.8,42.8,42.8,66.68,66.68,66.68,66.68,82,82,82,82,150,150,150,150,90.42,90.42,90.42,90.42,125,125,125,125,90,90,90,90,67.9,67.9,67.9,67.9,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,4,0,0,0,0,0,0,0,0.25,0,0,0.25,0,1,0,1,18.67,59.67,100,65.67,16.5,68.57,66.67,100,57.14,50,72.67,78.82,75.67,14.5,17.7,22.67,76.67,83.5,93.67,125,70.67,100,100,100,100,,,,,25,25,25,25,79.26,79.26,79.26,79.26,67.93,67.93,67.93,67.93,72.67,72.67,72.67,72.67,78.82,78.82,78.82,78.82,75.67,75.67,75.67,75.67,58,58,58,58,70.8,70.8,70.8,70.8,90.68,90.68,90.68,90.68,76.67,76.67,76.67,76.67,83.5,83.5,83.5,83.5,93.67,93.67,93.67,93.67,125,125,125,125,70.67,70.67,70.67,70.67,77.45,77.45,77.45,77.45,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,7,0.5,0,0,0,1,2.5,1,1,0,0,1,0,0,0,0,18,67.5,66.67,76,22,80.47,100,100,71.43,75,85.49,91.47,82.5,25,23.2,22,92.67,150,94.86,150,90.55,100,100,100,100,,,,,50,50,50,50,67.63,67.63,67.63,67.63,83.98,83.98,83.98,83.98,85.49,85.49,85.49,85.49,91.47,91.47,91.47,91.47,82.5,82.5,82.5,82.5,100,100,100,100,92.8,92.8,92.8,92.8,88,88,88,88,92.67,92.67,92.67,92.67,150,150,150,150,94.86,94.86,94.86,94.86,150,150,150,150,90.55,90.55,90.55,90.55,91.4,91.4,91.4,91.4,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,0,1,0,0,0,1,0,0.4,0,0,1.4,1,0,1,0,19.1,31.43,83.33,43.66,19.5,50.6,66.67,100,42.85,25,51.67,62,46.43,17.67,20.7,23.1,80.2,100,80.33,100,79.93,100,100,100,100,,,,,40,40,40,40,59.49,59.49,59.49,59.49,55.72,55.72,55.72,55.72,51.67,51.67,51.67,51.67,62,62,62,62,46.43,46.43,46.43,46.43,70.67,70.67,70.67,70.67,82.8,82.8,82.8,82.8,92.4,92.4,92.4,92.4,80.2,80.2,80.2,80.2,100,100,100,100,80.33,80.33,80.33,80.33,100,100,100,100,79.93,79.93,79.93,79.93,65.15,65.15,65.15,65.15,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,6,0.5,1,0,0,1,3.5,1,1,0,0,3,0,0,2,0,18.7,72.67,83.33,94,21,96.6,100,100,100,100,104.5,109.6,87.67,19.33,22.2,22.7,93.33,150,94.5,150,92,75,75,75,75,,,,,59.52,59.52,59.52,59.52,77.64,77.64,77.64,77.64,97.86,97.86,97.86,97.86,104.5,104.5,104.5,104.5,109.6,109.6,109.6,109.6,87.67,87.67,87.67,87.67,77.32,77.32,77.32,77.32,88.8,88.8,88.8,88.8,90.8,90.8,90.8,90.8,93.33,93.33,93.33,93.33,150,150,150,150,94.5,94.5,94.5,94.5,150,150,150,150,92,92,92,92,98.79,98.79,98.79,98.79,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,15.87,0,50.67,15.5,32.13,0,0,57.14,0,57.67,42.13,30.87,14,16.7,8.33,85.33,100,89.68,125,70.1,0,0,0,0,,,,,28.57,28.57,28.57,28.57,8.98,8.98,8.98,8.98,24.87,24.87,24.87,24.87,57.67,57.67,57.67,57.67,42.13,42.13,42.13,42.13,30.87,30.87,30.87,30.87,56,56,56,56,66.8,66.8,66.8,66.8,33.32,33.32,33.32,33.32,85.33,85.33,85.33,85.33,100,100,100,100,89.68,89.68,89.68,89.68,125,125,125,125,70.1,70.1,70.1,70.1,55.6,55.6,55.6,55.6,F,F,F,F
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15.4,53.87,100,74.75,19,77,66.67,100,100,50,81.75,88,68.87,18.17,24.2,19.4,82.78,150,72.22,150,81,50,50,50,50,,,,,28.57,28.57,28.57,28.57,75.23,75.23,75.23,75.23,77.99,77.99,77.99,77.99,81.75,81.75,81.75,81.75,88,88,88,88,68.87,68.87,68.87,68.87,72.68,72.68,72.68,72.68,96.8,96.8,96.8,96.8,77.6,77.6,77.6,77.6,82.78,82.78,82.78,82.78,150,150,150,150,72.22,72.22,72.22,72.22,150,150,150,150,81,81,81,81,82.6,82.6,82.6,82.6,A-,A-,A-,A-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,100,0,5,0.5,1,0,0,1,2.5,0,1,0,0,2,0,1,1,1,9.07,46.75,0,45.33,13,37.6,0,0,28.57,0,54.83,49.6,62.75,4.83,14.2,13.07,74.96,150,76.08,150,73.23,0,0,0,100,,,,,50,50,50,50,24.81,24.81,24.81,24.81,19.92,19.92,19.92,19.92,54.83,54.83,54.83,54.83,49.6,49.6,49.6,49.6,62.75,62.75,62.75,62.75,19.33,19.33,19.33,19.33,56.8,56.8,56.8,56.8,52.28,52.28,52.28,52.28,74.96,74.96,74.96,74.96,150,150,150,150,76.08,76.08,76.08,76.08,150,150,150,150,73.23,73.23,73.23,73.23,61.56,61.56,61.56,61.56,D,D,D,D
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,4.33,1,1,1,1,1,6,1,0.2,0,0,2.2,0,0,2,0,25,86.67,100,91.67,25,74.47,100,100,85.71,0,104.67,86.67,101.67,25,26.2,29,94.67,100,95.82,125,91.7,100,100,100,100,,,,,59.68,59.68,59.68,59.68,94.07,94.07,94.07,94.07,76.29,76.29,76.29,76.29,104.67,104.67,104.67,104.67,86.67,86.67,86.67,86.67,101.67,101.67,101.67,101.67,100,100,100,100,104.8,104.8,104.8,104.8,116,116,116,116,94.67,94.67,94.67,94.67,100,100,100,100,95.82,95.82,95.82,95.82,125,125,125,125,91.7,91.7,91.7,91.7,98.9,98.9,98.9,98.9,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,0,0,0,0,1,2.5,1,1.75,1,0,4.75,1,0,2,0,11.67,43,100,71.34,24.5,47.87,100,100,85.71,100,80.83,62.62,58,15.83,25.7,18.67,72.92,150,81.09,100,83.8,100,100,100,100,,,,,60.71,60.71,60.71,60.71,68.74,68.74,68.74,68.74,84.71,84.71,84.71,84.71,80.83,80.83,80.83,80.83,62.62,62.62,62.62,62.62,58,58,58,58,63.32,63.32,63.32,63.32,102.8,102.8,102.8,102.8,74.68,74.68,74.68,74.68,72.92,72.92,72.92,72.92,150,150,150,150,81.09,81.09,81.09,81.09,100,100,100,100,83.8,83.8,83.8,83.8,73.98,73.98,73.98,73.98,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,4.67,1,0,0,0,0,1,0,1.75,0.33,0,3.08,0,1,1,1,8.87,66.33,100,85.17,24.4,76.8,100,100,100,100,93.17,89.88,82.33,21,25.6,12.87,89.63,150,86.62,137.5,86.67,75,75,75,75,,,,,46.43,46.43,46.43,46.43,77.87,77.87,77.87,77.87,93.82,93.82,93.82,93.82,93.17,93.17,93.17,93.17,89.88,89.88,89.88,89.88,82.33,82.33,82.33,82.33,84,84,84,84,102.4,102.4,102.4,102.4,51.48,51.48,51.48,51.48,89.63,89.63,89.63,89.63,150,150,150,150,86.62,86.62,86.62,86.62,137.5,137.5,137.5,137.5,86.67,86.67,86.67,86.67,89.12,89.12,89.12,89.12,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,6,0.5,0,1,1,1,4.5,1,2,0,1,4,0,1,2,2,18,58.25,100,81.67,22,72.27,100,100,85.71,100,93.17,86.27,75.25,24.67,23.2,22,92.82,200,95.07,125,98,100,100,100,100,,,,,78.57,78.57,78.57,78.57,78.33,78.33,78.33,78.33,89.86,89.86,89.86,89.86,93.17,93.17,93.17,93.17,86.27,86.27,86.27,86.27,75.25,75.25,75.25,75.25,98.68,98.68,98.68,98.68,92.8,92.8,92.8,92.8,88,88,88,88,92.82,92.82,92.82,92.82,200,200,200,200,95.07,95.07,95.07,95.07,125,125,125,125,98,98,98,98,91.42,91.42,91.42,91.42,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,7,0,1,1,0,1,3,0,0.75,1,0,3.75,1,0,2,0,14.47,59.83,100,54.5,14.5,40,100,0,100,100,64.5,53.75,74.83,24,15.7,18.47,32.13,100,38.93,0,0,50,50,50,50,,,,,70.24,70.24,70.24,70.24,77.47,77.47,77.47,77.47,65.44,65.44,65.44,65.44,64.5,64.5,64.5,64.5,53.75,53.75,53.75,53.75,74.83,74.83,74.83,74.83,96,96,96,96,62.8,62.8,62.8,62.8,73.88,73.88,73.88,73.88,32.13,32.13,32.13,32.13,100,100,100,100,38.93,38.93,38.93,38.93,0,0,0,0,0,0,0,0,57.22,57.22,57.22,57.22,F,F,F,F
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,7,1,1,1,0.5,0,4.5,1,0.7,1.67,1,4.37,0,0,2,1,23,93.33,100,98,25,97,83.33,100,100,50,109.5,111.37,109.33,25,26.2,27,86.55,200,72.5,200,71.7,100,100,100,100,,,,,80.33,80.33,80.33,80.33,96.15,96.15,96.15,96.15,88.53,88.53,88.53,88.53,109.5,109.5,109.5,109.5,111.37,111.37,111.37,111.37,109.33,109.33,109.33,109.33,100,100,100,100,104.8,104.8,104.8,104.8,108,108,108,108,86.55,86.55,86.55,86.55,200,200,200,200,72.5,72.5,72.5,72.5,200,200,200,200,71.7,71.7,71.7,71.7,105.83,105.83,105.83,105.83,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,100,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.83,0,25.5,0,15.4,0,0,14.29,0,33.5,25.4,34.83,0,0,0,5,0,0,0,0,0,0,0,100,,,,,28.57,28.57,28.57,28.57,8.81,8.81,8.81,8.81,8.83,8.83,8.83,8.83,33.5,33.5,33.5,33.5,25.4,25.4,25.4,25.4,34.83,34.83,34.83,34.83,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,19.1,19.1,19.1,F,F,F,F
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,100,50,4,0.75,0,1,1,1,4.75,1,1.5,1,1,4.5,1,1,2,2,10,68.83,100,59,12,82.5,100,100,85.71,75,70.25,97,85.83,24.5,13.2,14,85.72,100,83.03,150,89.33,50,50,50,150,,,,,77.38,77.38,77.38,77.38,79.48,79.48,79.48,79.48,82.27,82.27,82.27,82.27,70.25,70.25,70.25,70.25,97,97,97,97,85.83,85.83,85.83,85.83,98,98,98,98,52.8,52.8,52.8,52.8,56,56,56,56,85.72,85.72,85.72,85.72,100,100,100,100,83.03,83.03,83.03,83.03,150,150,150,150,89.33,89.33,89.33,89.33,84.02,84.02,84.02,84.02,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4.67,0.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,19,69.27,0,86,23,69.27,0,0,28.57,0,94.5,79.27,84.27,19.33,24.2,23,82.12,150,59.08,150,31.5,0,0,0,0,,,,,29.37,29.37,29.37,29.37,39.23,39.23,39.23,39.23,33.09,33.09,33.09,33.09,94.5,94.5,94.5,94.5,79.27,79.27,79.27,79.27,84.27,84.27,84.27,84.27,77.33,77.33,77.33,77.33,96.8,96.8,96.8,96.8,92,92,92,92,82.12,82.12,82.12,82.12,150,150,150,150,59.08,59.08,59.08,59.08,150,150,150,150,31.5,31.5,31.5,31.5,83,83,83,83,A-,A-,A-,A-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4.67,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,21.4,65.73,0,50.83,13,63.83,0,0,57.14,100,59.83,74.83,80.73,10.67,14.2,25.4,84.33,83.5,71.67,200,98.67,0,0,0,0,,,,,36.51,36.51,36.51,36.51,38.73,38.73,38.73,38.73,45.57,45.57,45.57,45.57,59.83,59.83,59.83,59.83,74.83,74.83,74.83,74.83,80.73,80.73,80.73,80.73,42.67,42.67,42.67,42.67,56.8,56.8,56.8,56.8,101.6,101.6,101.6,101.6,84.33,84.33,84.33,84.33,83.5,83.5,83.5,83.5,71.67,71.67,71.67,71.67,200,200,200,200,98.67,98.67,98.67,98.67,76.63,76.63,76.63,76.63,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,6,0.5,0,0,0,1,1.5,0,2,1,0,4,0,0,1,0,12.87,21.5,100,74,21,42.03,66.67,100,14.29,50,82.5,56.03,36.5,17.5,22.7,16.87,76.37,150,75.58,150,87.67,50,50,50,50,,,,,54.76,54.76,54.76,54.76,59.72,59.72,59.72,59.72,58.88,58.88,58.88,58.88,82.5,82.5,82.5,82.5,56.03,56.03,56.03,56.03,36.5,36.5,36.5,36.5,70,70,70,70,90.8,90.8,90.8,90.8,67.48,67.48,67.48,67.48,76.37,76.37,76.37,76.37,150,150,150,150,75.58,75.58,75.58,75.58,150,150,150,150,87.67,87.67,87.67,87.67,69.19,69.19,69.19,69.19,C+,C+,C+,C+
